order_id,order_date,customer_id,customer_name,age,gender,region,city,product_category,product_name,quantity,unit_price,discount_pct,sales_amount,profit,shipping_cost,payment_method,customer_satisfaction,return_flag,order_status,days_to_ship,year,month,year_month,quarter,day_of_week,age_group,profit_margin_pct
ORD-00793,2020-12-28,CUST49838,Sunita Gupta,37,Other,South,Bangalore,Groceries,Flour,8,491.76,0.08,3619.35,223.65,61.84,UPI,2.0,False,Delivered,4,2020,12,2020-12,2020Q4,Monday,36-50,6.18
ORD-01894,2022-04-16,CUST28783,Rohan Shah,42,Male,East,Bhubaneswar,Beauty,Perfume,7,2235.02,0.37,9856.44,7295.66,68.83,UPI,1.0,True,Returned,8,2022,4,2022-04,2022Q2,Saturday,36-50,74.02
ORD-04109,2024-11-20,CUST36614,Shreya Pillai,27,Other,East,Guwahati,Books,Comic Book,9,1324.57,0.38,7391.1,2086.59,82.14,UPI,4.0,False,Delivered,4,2024,11,2024-11,2024Q4,Wednesday,26-35,28.23
ORD-02963,2023-07-07,CUST21979,Sanjay Singh,54,Male,North,Chandigarh,Sports,Cricket Bat,1,9949.47,0.06,9352.5,3908.34,42.57,UPI,3.0,False,Delivered,5,2023,7,2023-07,2023Q3,Friday,51-65,41.79
ORD-02212,2022-08-23,CUST44717,Meera Chatterjee,34,MALE,East,Kolkata,Electronics,Headphones,6,45624.04,0.24,208045.62,23542.83,97.97,UPI,4.0,False,Delivered,7,2022,8,2022-08,2022Q3,Tuesday,26-35,11.32
ORD-02836,2023-05-19,CUST76017,Arjun Chatterjee,37,Female,Central,Bhopal,Furniture,Bookshelf,10,7630.7,0.21,60282.53,21558.18,46.42,Cash on Delivery,5.0,False,Cancelled,8,2023,5,2023-05,2023Q2,Friday,36-50,35.76
ORD-00409,2020-06-27,CUST97162,Sanjay Mehta,46,Female,East,Bhubaneswar,Sports,Cricket Bat,1,4889.3,0.16,4107.01,1406.77,63.96,Net Banking,1.0,False,Delivered,6,2020,6,2020-06,2020Q2,Saturday,36-50,34.25
ORD-00528,2020-08-21,CUST94563,Amit Das,56,Male,East,Bhubaneswar,Clothing,Dress,5,2614.79,0.12,11505.08,2796.07,55.45,Credit Card,4.0,True,Returned,9,2020,8,2020-08,2020Q3,Friday,51-65,24.3
ORD-00268,2020-04-27,CUST64785,Sunita Reddy,32,Female,West,Mumbai,Books,Cook Book,7,257.18,0.29,1278.18,604.81,60.36,Credit Card,1.0,False,Cancelled,5,2020,4,2020-04,2020Q2,Monday,26-35,47.32
ORD-02778,2023-04-17,CUST21931,Kavya Mehta,35,Female,West,Surat,Books,Textbook,8,337.73,0.38,1675.14,1142.99,48.99,Cash on Delivery,5.0,True,Returned,6,2023,4,2023-04,2023Q2,Monday,26-35,68.23
ORD-00948,2021-03-05,CUST85939,Nikhil Patel,47,Female,North,Amritsar,Furniture,Chair,6,29194.28,0.36,112106.04,54404.2,64.14,Credit Card,3.0,False,Delivered,9,2021,3,2021-03,2021Q1,Friday,36-50,48.53
ORD-03678,2024-05-16,CUST45890,Ritu Patel,16,Male,West,Mumbai,Electronics,Camera,4,20489.54,0.01,81138.58,22669.85,73.53,Cash on Delivery,1.0,False,Pending,4,2024,5,2024-05,2024Q2,Thursday,18-25,27.94
ORD-01310,2021-08-11,CUST84751,Vikram Kumar,35,Male,South,Kochi,Sports,Yoga Mat,2,11904.59,0.18,19523.53,6649.59,66.45,EMI,5.0,False,Delivered,2,2021,8,2021-08,2021Q3,Wednesday,26-35,34.06
ORD-00672,2020-10-31,CUST71562,Rahul Bhat,35,F,West,Ahmedabad,Electronics,Camera,5,49817.06,0.28,179341.42,16722.18,42.95,UPI,3.0,False,Pending,3,2020,10,2020-10,2020Q4,Saturday,26-35,9.32
ORD-04060,2024-10-26,CUST99521,Kavya Pillai,42,Other,West,Ahmedabad,Furniture,Sofa,4,10887.68,0.14,37453.62,14349.22,57.18,EMI,3.0,False,Delivered,6,2024,10,2024-10,2024Q4,Saturday,36-50,38.31
ORD-01996,2022-06-01,CUST48253,Meera Kumar,36,Male,North,Chandigarh,Clothing,Saree,5,451.03,0.19,1826.67,1165.89,23.32,Net Banking,5.0,False,Delivered,10,2022,6,2022-06,2022Q2,Wednesday,36-50,63.83
ORD-01584,2021-12-09,CUST51398,Karan Bose,36,f,North,Delhi,Books,Self-Help Book,3,586.88,0.33,1179.63,373.51,36.45,EMI,4.0,False,Delivered,1,2021,12,2021-12,2021Q4,Thursday,36-50,31.66
ORD-01026,2021-04-09,CUST78889,Nikhil Joshi,24,Other,South,Chennai,Sports,Football,10,6806.6,0.36,43562.24,7458.02,66.29,Credit Card,5.0,False,delivered,7,2021,4,2021-04,2021Q2,Friday,18-25,17.12
ORD-03309,2023-12-01,CUST44030,Aditya Iyer,35,M,West,Mumbai,Clothing,Jeans,3,3608.42,0.29,7685.93,1997.74,54.98,Cash on Delivery,5.0,False,Delivered,9,2023,12,2023-12,2023Q4,Friday,26-35,25.99
ORD-01973,2022-05-22,CUST45923,Ananya Rao,22,Male,West,Ahmedabad,Electronics,Headphones,2,72469.02,0.38,89861.58,12280.09,49.21,Net Banking,4.0,False,Cancelled,1,2022,5,2022-05,2022Q2,Sunday,18-25,13.67
ORD-03390,2024-01-06,CUST51656,Kavya Singh,20,Other,West,Pune,Electronics,Laptop,3,42514.99,0.06,119892.27,13533.76,59.07,EMI,5.0,False,Cancelled,5,2024,1,2024-01,2024Q1,Saturday,18-25,11.29
ORD-00540,2020-08-26,CUST59198,Priya Das,29,Other,East,Patna,Beauty,Face Cream,5,1644.33,0.31,5672.94,470.96,68.12,Cash on Delivery,5.0,True,Returned,2,2020,8,2020-08,2020Q3,Wednesday,26-35,8.3
ORD-01905,2022-04-21,CUST28422,Ananya Nair,35,Female,West,Pune,Books,Cook Book,5,540.77,0.28,1946.77,1625.95,54.23,EMI,5.0,False,Delivered,7,2022,4,2022-04,2022Q2,Thursday,26-35,83.52
ORD-00422,2020-07-06,CUST44523,Priya Sharma,35,Other,South,Bangalore,Clothing,Jacket,2,539.35,0.23,830.6,289.25,64.96,Cash on Delivery,5.0,False,Delivered,8,2020,7,2020-07,2020Q3,Monday,26-35,34.82
ORD-03365,2023-12-29,CUST03410,Sunita Das,35,Female,East,Patna,Electronics,Smartphone,9,30674.09,0.39,168400.75,15597.31,76.43,Cash on Delivery,3.0,False,Delivered,2,2023,12,2023-12,2023Q4,Friday,26-35,9.26
ORD-02069,2022-07-02,CUST03769,Sunita Mishra,32,female,South,Kochi,Clothing,Saree,8,3278.48,0.0,26227.84,15719.62,80.96,Credit Card,3.0,False,Delivered,1,2022,7,2022-07,2022Q3,Saturday,26-35,59.93
ORD-02723,2023-03-27,CUST08867,Nisha Kapoor,35,Other,Central,Raipur,Electronics,Tablet,2,69342.57,0.08,127590.33,18946.95,47.74,Net Banking,2.0,False,Delivered,6,2023,3,2023-03,2023Q1,Monday,26-35,14.85
ORD-00073,2020-01-28,CUST44662,Ananya Nair,35,m,North,Delhi,Sports,Dumbbells,4,12945.28,0.13,45049.57,7042.29,65.38,Credit Card,5.0,False,Delivered,4,2020,1,2020-01,2020Q1,Tuesday,26-35,15.63
ORD-02497,2022-12-19,CUST57740,Sunita Verma,19,Male,East,Kolkata,Furniture,Bookshelf,5,29767.34,0.16,125022.83,24089.4,72.23,Cash on Delivery,3.0,False,Cancelled,6,2022,12,2022-12,2022Q4,Monday,18-25,19.27
ORD-03163,2023-10-01,CUST87976,Amit Singh,29,Male,North,Chandigarh,Sports,Cricket Bat,3,14810.59,0.08,40877.23,10260.62,65.69,Cash on Delivery,3.0,False,Delivered,5,2023,10,2023-10,2023Q4,Sunday,26-35,25.1
ORD-03997,2024-09-22,CUST57164,Karan Reddy,36,Male,East,Bhubaneswar,Beauty,Sunscreen,4,2333.1,0.22,7279.27,4828.37,72.08,UPI,3.0,True,Returned,10,2024,9,2024-09,2024Q3,Sunday,36-50,66.33
ORD-02268,2022-09-14,CUST89600,Aarav Joshi,51,Male,South,Chennai,Sports,Football,2,13833.36,0.06,26006.72,8534.61,40.57,Net Banking,3.0,False,Delivered,8,2022,9,2022-09,2022Q3,Wednesday,51-65,32.82
ORD-01535,2021-11-19,CUST92130,Sunita Shah,35,Other,Central,Nagpur,Furniture,Chair,5,9804.75,0.09,44611.61,8077.49,70.12,UPI,1.0,False,Delivered,5,2021,11,2021-11,2021Q4,Friday,26-35,18.11
ORD-02522,2022-12-31,CUST79852,Nisha Kapoor,26,Male,West,Pune,Books,Textbook,3,1379.58,0.06,3890.42,976.28,64.67,Net Banking,4.0,False,Shipped,4,2022,12,2022-12,2022Q4,Saturday,26-35,25.09
ORD-02356,2022-10-16,CUST40158,Kavya Pillai,36,MALE,South,Chennai,Furniture,Chair,8,33543.43,0.22,209311.0,59861.82,56.8,EMI,2.0,False,Delivered,8,2022,10,2022-10,2022Q4,Sunday,36-50,28.6
ORD-03607,2024-04-19,CUST69333,Pooja Iyer,31,Female,South,Bangalore,Beauty,Perfume,6,1423.12,0.11,7599.46,4315.91,75.2,Cash on Delivery,4.0,True,Returned,4,2024,4,2024-04,2024Q2,Friday,26-35,56.79
ORD-01868,2022-04-04,CUST05359,Aditya Mehta,26,Female,East,Kolkata,Electronics,Camera,8,64439.74,0.23,396948.8,80671.01,103.41,Debit Card,1.0,False,Delivered,3,2022,4,2022-04,2022Q2,Monday,26-35,20.32
ORD-00888,2021-02-04,CUST27547,Shreya Gupta,49,Male,South,Chennai,Electronics,Smartwatch,10,72812.39,0.29,516967.97,94437.03,76.77,Net Banking,2.0,True,Returned,10,2021,2,2021-02,2021Q1,Thursday,36-50,18.27
ORD-01208,2021-06-29,CUST72453,Arjun Joshi,31,male,South,Hyderabad,Furniture,Chair,6,3208.32,0.25,14437.44,5146.1,81.25,UPI,4.0,False,Pending,0,2021,6,2021-06,2021Q2,Tuesday,26-35,35.64
ORD-02771,2023-04-14,CUST00213,Ritu Reddy,47,Male,East,Kolkata,Beauty,Sunscreen,8,415.72,0.01,3292.5,1796.21,54.55,EMI,3.0,False,delivered,5,2023,4,2023-04,2023Q2,Friday,36-50,54.55
ORD-00591,2020-09-21,CUST49777,Pooja Shah,33,Female,South,Hyderabad,Groceries,Tea,1,389.24,0.23,299.71,22.71,66.8,Net Banking,5.0,False,delivered,10,2020,9,2020-09,2020Q3,Monday,26-35,7.58
ORD-03777,2024-07-01,CUST77207,Sanjay Joshi,25,Female,North,Ludhiana,Books,Self-Help Book,5,1486.09,0.11,6613.1,719.18,43.92,Cash on Delivery,1.0,False,Delivered,1,2024,7,2024-07,2024Q3,Monday,18-25,10.88
ORD-03456,2024-02-08,CUST58295,Sunita Iyer,38,Male,East,Kolkata,Electronics,Smartwatch,4,15346.11,0.06,57701.37,9998.89,93.55,Cash on Delivery,2.0,False,Delivered,6,2024,2,2024-02,2024Q1,Thursday,36-50,17.33
ORD-03788,2024-07-04,CUST59409,Sanjay Rao,49,Male,Central,Raipur,Books,Biography,8,1499.77,0.37,7558.84,4863.95,68.32,UPI,5.0,False,Delivered,6,2024,7,2024-07,2024Q3,Thursday,36-50,64.35
ORD-01031,2021-04-11,CUST25835,Pooja Shah,26,m,South,Bangalore,Books,Fiction Novel,9,816.35,0.12,6465.49,3255.0,81.14,UPI,5.0,True,Returned,3,2021,4,2021-04,2021Q2,Sunday,26-35,50.34
ORD-03149,2023-09-27,CUST52921,Vikram Nair,18,Female,East,Patna,Clothing,Dress,10,2309.23,0.02,22630.45,8270.8,94.75,Cash on Delivery,3.0,False,Delivered,5,2023,9,2023-09,2023Q3,Wednesday,18-25,36.55
ORD-00490,2020-08-04,CUST00642,Kavya Das,40,m,South,Chennai,Furniture,Wardrobe,5,12250.19,0.32,41650.65,11573.16,71.75,EMI,3.0,False,Delivered,6,2020,8,2020-08,2020Q3,Tuesday,36-50,27.79
ORD-00653,2020-10-20,CUST35559,Ritu Nair,22,Female,Central,Nagpur,Books,Textbook,3,835.42,0.33,1679.19,458.44,55.32,Cash on Delivery,5.0,False,Delivered,1,2020,10,2020-10,2020Q4,Tuesday,18-25,27.3
ORD-01457,2021-10-22,CUST96946,Sunita Sharma,53,Other,South,Chennai,Electronics,Headphones,9,62284.37,0.36,358757.97,40519.72,81.15,Credit Card,3.0,False,Delivered,8,2021,10,2021-10,2021Q4,Friday,51-65,11.29
ORD-03779,2024-07-02,CUST68889,Vikram Chatterjee,56,Other,North,Ludhiana,Books,Fiction Novel,2,493.07,0.4,591.68,466.16,79.96,Net Banking,5.0,False,Delivered,5,2024,7,2024-07,2024Q3,Tuesday,51-65,78.79
ORD-01596,2021-12-14,CUST72370,Priya Verma,34,Other,North,Delhi,Sports,Dumbbells,2,4486.05,0.0,8972.1,1061.82,70.4,UPI,4.0,False,Delivered,6,2021,12,2021-12,2021Q4,Tuesday,26-35,11.83
ORD-00928,2021-02-23,CUST88225,Pooja Mishra,37,F,South,Hyderabad,Clothing,Dress,2,2323.11,0.1,4181.6,1138.78,85.32,Net Banking,2.0,False,Delivered,7,2021,2,2021-02,2021Q1,Tuesday,36-50,27.23
ORD-00710,2020-11-19,CUST57843,Meera Nair,51,Female,East,Bhubaneswar,Books,Fiction Novel,10,331.1,0.39,2019.71,435.14,84.94,Cash on Delivery,5.0,False,Delivered,7,2020,11,2020-11,2020Q4,Thursday,51-65,21.54
ORD-03999,2024-09-23,CUST81465,Rohan Pillai,38,Male,Central,Indore,Groceries,Flour,5,195.29,0.16,820.22,81.38,32.28,Credit Card,3.0,False,Cancelled,5,2024,9,2024-09,2024Q3,Monday,36-50,9.92
ORD-01536,2021-11-20,CUST55972,Rohan Kumar,47,Male,West,Surat,Clothing,Kurta,10,1224.47,0.4,7346.82,2019.44,52.99,Debit Card,1.0,False,Delivered,6,2021,11,2021-11,2021Q4,Saturday,36-50,27.49
ORD-03376,2023-12-31,CUST86469,Aarav Mehta,43,Other,South,Hyderabad,Beauty,Lipstick,7,1828.2,0.21,10109.95,3919.89,72.63,Credit Card,4.0,False,Delivered,1,2023,12,2023-12,2023Q4,Sunday,36-50,38.77
ORD-00542,2020-08-29,CUST19508,Arjun Rao,28,Male,West,Pune,Electronics,Smartwatch,5,9189.44,0.19,37217.23,916.95,59.91,Debit Card,4.0,False,Delivered,5,2020,8,2020-08,2020Q3,Saturday,26-35,2.46
ORD-00273,2020-05-01,CUST92554,Nisha Joshi,34,Other,West,Pune,Electronics,Laptop,8,74156.48,0.02,581386.8,58250.48,75.8,Credit Card,5.0,False,Delivered,2,2020,5,2020-05,2020Q2,Friday,26-35,10.02
ORD-03823,2024-07-21,CUST65889,Priya Verma,52,f,Central,Indore,Groceries,Sugar,6,462.8,0.2,2221.44,265.28,81.01,Cash on Delivery,4.0,False,Delivered,7,2024,7,2024-07,2024Q3,Sunday,51-65,11.94
ORD-02004,2022-06-03,CUST71669,Nikhil Singh,17,Other,West,Mumbai,Books,Self-Help Book,4,664.43,0.18,2179.33,858.56,89.26,Net Banking,3.0,False,Delivered,8,2022,6,2022-06,2022Q2,Friday,18-25,39.4
ORD-04015,2024-10-01,CUST50530,Nikhil Patel,36,MALE,North,Amritsar,Furniture,Bed Frame,5,16493.24,0.1,74219.58,29222.3,63.55,Cash on Delivery,5.0,False,Delivered,6,2024,10,2024-10,2024Q4,Tuesday,36-50,39.37
ORD-01540,2021-11-20,CUST28110,Kavya Rao,28,Male,North,Delhi,Clothing,Jeans,9,577.16,0.35,3376.39,896.42,45.41,UPI,3.0,True,Returned,2,2021,11,2021-11,2021Q4,Saturday,26-35,26.55
ORD-03094,2023-08-30,CUST98803,Vikram Joshi,42,Male,South,Kochi,Furniture,Bed Frame,6,21712.77,0.14,112037.89,48496.37,62.68,EMI,2.0,False,Cancelled,9,2023,8,2023-08,2023Q3,Wednesday,36-50,43.29
ORD-03859,2024-08-03,CUST22956,Deepa Chatterjee,32,Other,West,Surat,Beauty,Hair Oil,5,2341.12,0.07,10886.21,7388.44,70.78,Credit Card,3.0,True,Returned,3,2024,8,2024-08,2024Q3,Saturday,26-35,67.87
ORD-01861,2022-04-01,CUST08538,Shreya Kapoor,33,Male,West,Surat,Beauty,Lipstick,3,992.1,0.25,2232.23,1765.61,59.26,Credit Card,3.0,False,Cancelled,4,2022,4,2022-04,2022Q2,Friday,26-35,79.1
ORD-02147,2022-07-31,CUST10089,Vikram Bhat,47,Other,East,Patna,Clothing,Saree,2,3551.33,0.03,6889.58,3804.23,97.74,Net Banking,3.0,False,delivered,8,2022,7,2022-07,2022Q3,Sunday,36-50,55.22
ORD-01640,2021-12-31,CUST78194,Shreya Mishra,58,Male,West,Mumbai,Sports,Yoga Mat,3,726.67,0.34,1438.81,281.95,34.18,Cash on Delivery,1.0,False,Shipped,9,2021,12,2021-12,2021Q4,Friday,51-65,19.6
ORD-02680,2023-03-06,CUST75386,Rohan Mishra,35,Male,East,Guwahati,Electronics,Headphones,3,65257.11,0.2,156617.06,27495.56,51.41,UPI,1.0,True,Returned,4,2023,3,2023-03,2023Q1,Monday,26-35,17.56
ORD-03902,2024-08-14,CUST28307,Nisha Bhat,48,Other,Central,Indore,Books,Self-Help Book,6,797.16,0.34,3156.75,1174.59,15.7,Cash on Delivery,4.0,False,Shipped,2,2024,8,2024-08,2024Q3,Wednesday,36-50,37.21
ORD-03310,2023-12-02,CUST44114,Aditya Mehta,36,Female,North,Ludhiana,Sports,Cricket Bat,5,11000.34,0.04,52801.63,1339.4,62.5,Net Banking,1.0,False,Cancelled,2,2023,12,2023-12,2023Q4,Saturday,36-50,2.54
ORD-00280,2020-05-03,CUST00544,Sanjay Joshi,26,M,North,Ludhiana,Books,Textbook,10,1346.41,0.24,10232.72,5924.88,55.15,UPI,1.0,False,Pending,2,2020,5,2020-05,2020Q2,Sunday,26-35,57.9
ORD-01188,2021-06-18,CUST64503,Vikram Gupta,27,Other,Central,Raipur,Furniture,Wardrobe,5,27399.66,0.38,84938.95,31097.38,50.34,Net Banking,3.0,False,Delivered,4,2021,6,2021-06,2021Q2,Friday,26-35,36.61
ORD-02746,2023-04-03,CUST71887,Nisha Kapoor,30,Other,East,Bhubaneswar,Books,Textbook,10,1221.02,0.17,10134.47,5083.3,86.46,EMI,5.0,False,Pending,4,2023,4,2023-04,2023Q2,Monday,26-35,50.16
ORD-02871,2023-05-31,CUST88518,Aditya Bose,58,Female,South,Hyderabad,Electronics,Headphones,5,26851.1,0.03,130227.84,24902.1,72.55,UPI,2.0,False,Delivered,2,2023,5,2023-05,2023Q2,Wednesday,51-65,19.12
ORD-03298,2023-11-26,CUST82100,Pooja Kapoor,35,Female,West,Surat,Sports,Football,3,11118.32,0.3,23348.47,4866.53,53.21,Net Banking,4.0,True,Returned,9,2023,11,2023-11,2023Q4,Sunday,26-35,20.84
ORD-00693,2020-11-09,CUST90563,Rahul Kumar,31,Male,North,Delhi,Beauty,Hair Oil,10,1973.78,0.07,18356.15,5325.39,34.79,Credit Card,4.0,False,Delivered,8,2020,11,2020-11,2020Q4,Monday,26-35,29.01
ORD-02945,2023-06-30,CUST19434,Aarav Das,28,Other,East,Guwahati,Furniture,Bed Frame,9,12800.64,0.3,80644.03,28867.05,77.17,Cash on Delivery,5.0,False,Delivered,7,2023,6,2023-06,2023Q2,Friday,26-35,35.8
ORD-02931,2023-06-23,CUST81737,Ananya Joshi,36,Other,West,Surat,Beauty,Shampoo,8,1976.85,0.3,11070.36,8544.51,81.44,Debit Card,4.0,False,Delivered,6,2023,6,2023-06,2023Q2,Friday,36-50,77.18
ORD-00530,2020-08-22,CUST91144,Sanjay Iyer,29,MALE,East,Patna,Beauty,Lipstick,1,357.7,0.24,271.85,137.45,95.23,Credit Card,3.0,False,Delivered,1,2020,8,2020-08,2020Q3,Saturday,26-35,50.56
ORD-01920,2022-04-29,CUST28329,Vikram Sharma,28,MALE,West,Mumbai,Groceries,Sugar,10,321.34,0.16,2699.26,408.89,47.89,Credit Card,1.0,False,delivered,9,2022,4,2022-04,2022Q2,Friday,26-35,15.15
ORD-04004,2024-09-25,CUST45019,Nikhil Mishra,27,Other,North,Amritsar,Clothing,Dress,1,2472.06,0.23,1903.49,756.36,57.21,Net Banking,5.0,False,Delivered,10,2024,9,2024-09,2024Q3,Wednesday,26-35,39.74
ORD-02861,2023-05-29,CUST53780,Meera Joshi,28,Female,North,Chandigarh,Furniture,Bed Frame,4,25915.33,0.11,92258.57,29427.55,58.32,Debit Card,5.0,False,Delivered,10,2023,5,2023-05,2023Q2,Monday,26-35,31.9
ORD-00403,2020-06-22,CUST52549,Pooja Rao,32,Other,North,Delhi,Clothing,T-Shirt,7,2701.8,0.09,17210.47,8609.23,56.32,Cash on Delivery,5.0,True,Returned,2,2020,6,2020-06,2020Q2,Monday,26-35,50.02
ORD-03172,2023-10-04,CUST73615,Sanjay Gupta,45,Male,West,Surat,Groceries,Dal (1kg),4,309.85,0.04,1189.82,128.93,73.63,UPI,4.0,True,Returned,5,2023,10,2023-10,2023Q4,Wednesday,36-50,10.84
ORD-00749,2020-12-06,CUST43010,Priya Gupta,33,Other,Central,Nagpur,Clothing,Dress,8,2574.11,0.12,18121.73,5629.65,67.94,Credit Card,5.0,True,Returned,10,2020,12,2020-12,2020Q4,Sunday,26-35,31.07
ORD-00053,2020-01-21,CUST07190,Deepa Kapoor,33,Other,East,Guwahati,Beauty,Lipstick,9,1931.61,0.35,11299.92,5257.88,98.73,Net Banking,5.0,False,Delivered,3,2020,1,2020-01,2020Q1,Tuesday,26-35,46.53
ORD-01418,2021-10-01,CUST26109,Aditya Gupta,52,Male,Central,Raipur,Sports,Cycle,3,13585.06,0.33,27305.97,5488.23,62.01,EMI,5.0,False,cancelled,2,2021,10,2021-10,2021Q4,Friday,51-65,20.1
ORD-03527,2024-03-11,CUST89020,Meera Patel,35,m,East,Guwahati,Clothing,T-Shirt,2,1543.23,0.26,2283.98,1291.1,71.02,UPI,5.0,False,Delivered,6,2024,3,2024-03,2024Q1,Monday,26-35,56.53
ORD-02382,2022-10-28,CUST54015,Shreya Rao,48,female,West,Pune,Sports,Dumbbells,1,14172.12,0.14,12188.02,2055.13,79.52,EMI,5.0,False,Delivered,6,2022,10,2022-10,2022Q4,Friday,36-50,16.86
ORD-00601,2020-09-25,CUST39660,Priya Pillai,53,Male,South,Kochi,Books,Textbook,7,298.01,0.2,1668.86,683.51,71.67,EMI,2.0,True,Returned,2,2020,9,2020-09,2020Q3,Friday,51-65,40.96
ORD-00339,2020-05-27,CUST65020,Pooja Bhat,28,Other,West,Pune,Furniture,Wardrobe,10,2690.93,0.35,17491.05,7410.64,43.86,UPI,4.0,True,Returned,4,2020,5,2020-05,2020Q2,Wednesday,26-35,42.37
ORD-02825,2023-05-12,CUST40911,Ritu Gupta,51,Other,Central,Raipur,Groceries,Rice (5kg),1,380.33,0.2,304.26,44.82,61.88,UPI,3.0,False,Delivered,6,2023,5,2023-05,2023Q2,Friday,51-65,14.73
ORD-01292,2021-08-06,CUST14859,Vikram Mehta,21,Female,West,Surat,Beauty,Lipstick,3,1302.9,0.23,3009.7,1724.59,82.26,UPI,2.0,False,Cancelled,5,2021,8,2021-08,2021Q3,Friday,18-25,57.3
ORD-03394,2024-01-09,CUST94721,Nisha Reddy,26,Male,North,Ludhiana,Electronics,Smartwatch,4,13215.16,0.15,44931.54,3874.92,36.17,Net Banking,2.0,False,Delivered,3,2024,1,2024-01,2024Q1,Tuesday,26-35,8.62
ORD-03486,2024-02-24,CUST56798,Meera Pillai,28,Female,East,Guwahati,Clothing,Saree,5,3018.53,0.26,11168.56,5208.94,73.33,Credit Card,1.0,False,Shipped,4,2024,2,2024-02,2024Q1,Saturday,26-35,46.64
ORD-03191,2023-10-13,CUST15190,Aditya Shah,37,MALE,South,Hyderabad,Beauty,Shampoo,4,817.47,0.24,2485.11,1431.62,61.6,Debit Card,5.0,False,Cancelled,2,2023,10,2023-10,2023Q4,Friday,36-50,57.61
ORD-00183,2020-03-22,CUST16395,Sunita Pillai,19,Other,Central,Raipur,Beauty,Sunscreen,9,646.01,0.38,3604.74,1281.84,51.72,Credit Card,2.0,False,Pending,3,2020,3,2020-03,2020Q1,Sunday,18-25,35.56
ORD-02779,2023-04-18,CUST66673,Pooja Mehta,32,Female,East,Bhubaneswar,Beauty,Face Cream,1,588.9,0.03,571.23,359.5,76.29,Net Banking,5.0,False,Delivered,5,2023,4,2023-04,2023Q2,Tuesday,26-35,62.93
ORD-01224,2021-07-06,CUST34079,Nisha Das,40,Male,Central,Bhopal,Clothing,T-Shirt,6,3032.93,0.08,16741.77,10654.04,27.7,EMI,1.0,False,Delivered,4,2021,7,2021-07,2021Q3,Tuesday,36-50,63.64
ORD-03282,2023-11-18,CUST30266,Deepa Bose,34,F,West,Surat,Sports,Yoga Mat,3,14108.02,0.12,37245.17,6203.2,56.58,EMI,2.0,False,Delivered,10,2023,11,2023-11,2023Q4,Saturday,26-35,16.66
ORD-03259,2023-11-08,CUST28855,Kavya Kumar,26,Female,South,Chennai,Groceries,Cooking Oil,9,165.39,0.22,1161.04,98.81,71.09,Cash on Delivery,3.0,False,Delivered,6,2023,11,2023-11,2023Q4,Wednesday,26-35,8.51
ORD-00458,2020-07-20,CUST53954,Amit Kapoor,40,Other,Central,Nagpur,Books,Cook Book,4,313.79,0.37,790.75,369.77,43.26,Net Banking,2.0,False,Delivered,6,2020,7,2020-07,2020Q3,Monday,36-50,46.76
ORD-02316,2022-10-04,CUST62789,Ananya Gupta,40,Other,South,Kochi,Groceries,Dal (1kg),4,314.73,0.15,1070.08,61.22,79.0,Cash on Delivery,3.0,False,Delivered,8,2022,10,2022-10,2022Q4,Tuesday,36-50,5.72
ORD-02007,2022-06-04,CUST96054,Ritu Nair,40,Other,East,Bhubaneswar,Electronics,Smartphone,7,21000.78,0.3,102903.82,24923.4,115.73,UPI,5.0,False,Delivered,6,2022,6,2022-06,2022Q2,Saturday,36-50,24.22
ORD-02400,2022-11-04,CUST21465,Pooja Kumar,33,Female,West,Ahmedabad,Clothing,Saree,7,525.25,0.03,3566.45,1218.39,48.82,UPI,4.0,False,Delivered,8,2022,11,2022-11,2022Q4,Friday,26-35,34.16
ORD-02972,2023-07-10,CUST95419,Deepa Joshi,37,Male,West,Pune,Beauty,Face Cream,9,108.24,0.18,798.81,569.48,55.36,UPI,4.0,False,Delivered,5,2023,7,2023-07,2023Q3,Monday,36-50,71.29
ORD-03622,2024-04-24,CUST32129,Sunita Iyer,39,Other,South,Hyderabad,Electronics,Smartwatch,7,45364.52,0.08,292147.51,56612.46,59.16,EMI,1.0,True,Returned,8,2024,4,2024-04,2024Q2,Wednesday,36-50,19.38
ORD-00200,2020-03-30,CUST79644,Aarav Verma,23,Female,West,Mumbai,Sports,Cycle,5,9009.65,0.08,41444.39,10004.34,58.16,EMI,3.0,False,Delivered,4,2020,3,2020-03,2020Q1,Monday,18-25,24.14
ORD-04057,2024-10-25,CUST95307,Nisha Mehta,28,Female,Central,Raipur,Electronics,Headphones,3,9261.39,0.24,21115.97,3570.94,42.63,EMI,3.0,False,Cancelled,4,2024,10,2024-10,2024Q4,Friday,26-35,16.91
ORD-02618,2023-02-10,CUST54344,Nisha Reddy,41,Female,North,Delhi,Clothing,Saree,5,2531.54,0.0,12657.7,5111.11,49.22,Net Banking,3.0,False,Shipped,4,2023,2,2023-02,2023Q1,Friday,36-50,40.38
ORD-02742,2023-04-01,CUST34359,Shreya Kumar,27,Male,West,Pune,Furniture,Bookshelf,7,23696.15,0.33,111134.94,50425.99,51.3,Cash on Delivery,3.0,False,Pending,1,2023,4,2023-04,2023Q2,Saturday,26-35,45.37
ORD-01568,2021-12-02,CUST42665,Shreya Chatterjee,24,Male,South,Kochi,Groceries,Rice (5kg),1,359.04,0.01,355.45,18.11,72.66,Cash on Delivery,3.0,False,delivered,10,2021,12,2021-12,2021Q4,Thursday,18-25,5.09
